band.name,band.genre,band.numberOfParticipants,band.singlesCount,band.description,band.albumsCount,coord.x,coord.y,album.name,album.sales,front.name,front.eyeColor,front.hairColor,front.country,front.weight,front.birthday,loc.x,loc.y,loc.name
Band_43,POST_PUNK,44,44,Desc 43,4,10.043,121.5,Album_43,5300,Front_43,ORANGE,WHITE,NORTH_KOREA,63,1983-04-16,143,24.8,Loc_43
Band_44,PSYCHEDELIC_CLOUD_RAP,45,45,Desc 44,5,10.044,122.0,Album_44,5400,Front_44,WHITE,GREEN,UNITED_KINGDOM,64,1984-05-17,144,24.9,Loc_44
Band_45,ROCK,46,46,Desc 45,6,10.045,122.5,Album_45,5500,Front_45,GREEN,ORANGE,FRANCE,65,1985-06-18,145,25.0,Loc_45
Band_46,BLUES,47,47,Desc 46,7,10.046,123.0,Album_46,5600,Front_46,ORANGE,WHITE,SOUTH_KOREA,66,1986-07-19,146,25.1,Loc_46
Band_47,POP,48,48,Desc 47,8,10.047,123.5,Album_47,5700,Front_47,WHITE,GREEN,NORTH_KOREA,67,1987-08-20,147,25.2,Loc_47
Band_48,POST_PUNK,49,49,Desc 48,9,10.048,124.0,Album_48,5800,Front_48,GREEN,ORANGE,UNITED_KINGDOM,68,1988-01-21,148,25.3,Loc_48
Band_49,PSYCHEDELIC_CLOUD_RAP,50,50,Desc 49,10,10.049,124.5,Album_49,5900,Front_49,ORANGE,WHITE,FRANCE,69,1989-02-22,149,25.4,Loc_49
Band_50,ROCK,51,1,Desc 50,11,10.05,125.0,Album_50,6000,Front_50,WHITE,GREEN,SOUTH_KOREA,70,1980-03-23,150,25.5,Loc_50
Band_51,BLUES,52,2,Desc 51,12,10.051,125.5,Album_51,6100,Front_51,GREEN,ORANGE,NORTH_KOREA,71,1981-04-24,151,25.6,Loc_51
Band_52,POP,53,3,Desc 52,13,10.052,126.0,Album_52,6200,Front_52,ORANGE,WHITE,UNITED_KINGDOM,72,1982-05-25,152,25.7,Loc_52
Band_53,POST_PUNK,54,4,Desc 53,14,10.053,126.5,Album_53,6300,Front_53,WHITE,GREEN,FRANCE,73,1983-06-26,153,25.8,Loc_53
Band_54,PSYCHEDELIC_CLOUD_RAP,55,5,Desc 54,15,10.054,127.0,Album_54,6400,Front_54,GREEN,ORANGE,SOUTH_KOREA,74,1984-07-27,154,25.9,Loc_54
Band_55,ROCK,56,6,Desc 55,16,10.055,127.5,Album_55,6500,Front_55,ORANGE,WHITE,NORTH_KOREA,75,1985-08-28,155,26.0,Loc_55
Band_56,BLUES,57,7,Desc 56,17,10.056,128.0,Album_56,6600,Front_56,WHITE,GREEN,UNITED_KINGDOM,76,1986-01-01,156,26.1,Loc_56
Band_57,POP,58,8,Desc 57,18,10.057,128.5,Album_57,6700,Front_57,GREEN,ORANGE,FRANCE,77,1987-02-02,157,26.2,Loc_57
Band_58,POST_PUNK,59,9,Desc 58,19,10.058,129.0,Album_58,6800,Front_58,ORANGE,WHITE,SOUTH_KOREA,78,1988-03-03,158,26.3,Loc_58
Band_59,PSYCHEDELIC_CLOUD_RAP,60,10,Desc 59,20,10.059,129.5,Album_59,6900,Front_59,WHITE,GREEN,NORTH_KOREA,79,1989-04-04,159,26.4,Loc_59
Band_60,ROCK,61,11,Desc 60,1,10.06,130.0,Album_60,7000,Front_60,GREEN,ORANGE,UNITED_KINGDOM,80,1980-05-05,160,26.5,Loc_60
Band_61,BLUES,62,12,Desc 61,2,10.061,130.5,Album_61,7100,Front_61,ORANGE,WHITE,FRANCE,81,1981-06-06,161,26.6,Loc_61
Band_62,POP,63,13,Desc 62,3,10.062,131.0,Album_62,7200,Front_62,WHITE,GREEN,SOUTH_KOREA,82,1982-07-07,162,26.7,Loc_62
Band_63,POST_PUNK,64,14,Desc 63,4,10.063,131.5,Album_63,7300,Front_63,GREEN,ORANGE,NORTH_KOREA,83,1983-08-08,163,26.8,Loc_63
Band_64,PSYCHEDELIC_CLOUD_RAP,65,15,Desc 64,5,10.064,132.0,Album_64,7400,Front_64,ORANGE,WHITE,UNITED_KINGDOM,84,1984-01-09,164,26.9,Loc_64
Band_65,ROCK,66,16,Desc 65,6,10.065,132.5,Album_65,7500,Front_65,WHITE,GREEN,FRANCE,85,1985-02-10,165,27.0,Loc_65
Band_66,BLUES,67,17,Desc 66,7,10.066,133.0,Album_66,7600,Front_66,GREEN,ORANGE,SOUTH_KOREA,86,1986-03-11,166,27.1,Loc_66
Band_67,POP,68,18,Desc 67,8,10.067,133.5,Album_67,7700,Front_67,ORANGE,WHITE,NORTH_KOREA,87,1987-04-12,167,27.2,Loc_67
Band_68,POST_PUNK,69,19,Desc 68,9,10.068,134.0,Album_68,7800,Front_68,WHITE,GREEN,UNITED_KINGDOM,88,1988-05-13,168,27.3,Loc_68
Band_69,PSYCHEDELIC_CLOUD_RAP,70,20,Desc 69,10,10.069,134.5,Album_69,7900,Front_69,GREEN,ORANGE,FRANCE,89,1989-06-14,169,27.4,Loc_69
Band_70,ROCK,71,21,Desc 70,11,10.07,135.0,Album_70,8000,Front_70,ORANGE,WHITE,SOUTH_KOREA,90,1980-07-15,170,27.5,Loc_70
Band_71,BLUES,72,22,Desc 71,12,10.071,135.5,Album_71,8100,Front_71,WHITE,GREEN,NORTH_KOREA,91,1981-08-16,171,27.6,Loc_71
Band_72,POP,73,23,Desc 72,13,10.072,136.0,Album_72,8200,Front_72,GREEN,ORANGE,UNITED_KINGDOM,92,1982-01-17,172,27.7,Loc_72
Band_73,POST_PUNK,74,24,Desc 73,14,10.073,136.5,Album_73,8300,Front_73,ORANGE,WHITE,FRANCE,93,1983-02-18,173,27.8,Loc_73
Band_74,PSYCHEDELIC_CLOUD_RAP,75,25,Desc 74,15,10.074,137.0,Album_74,8400,Front_74,WHITE,GREEN,SOUTH_KOREA,94,1984-03-19,174,27.9,Loc_74
Band_75,ROCK,76,26,Desc 75,16,10.075,137.5,Album_75,8500,Front_75,GREEN,ORANGE,NORTH_KOREA,95,1985-04-20,175,28.0,Loc_75
Band_76,BLUES,77,27,Desc 76,17,10.076,138.0,Album_76,8600,Front_76,ORANGE,WHITE,UNITED_KINGDOM,96,1986-05-21,176,28.1,Loc_76
Band_77,POP,78,28,Desc 77,18,10.077,138.5,Album_77,8700,Front_77,WHITE,GREEN,FRANCE,97,1987-06-22,177,28.2,Loc_77
Band_78,POST_PUNK,79,29,Desc 78,19,10.078,139.0,Album_78,8800,Front_78,GREEN,ORANGE,SOUTH_KOREA,98,1988-07-23,178,28.3,Loc_78
Band_79,PSYCHEDELIC_CLOUD_RAP,80,30,Desc 79,20,10.079,139.5,Album_79,8900,Front_79,ORANGE,WHITE,NORTH_KOREA,99,1989-08-24,179,28.4,Loc_79
Band_80,ROCK,81,31,Desc 80,1,10.08,140.0,Album_80,9000,Front_80,WHITE,GREEN,UNITED_KINGDOM,60,1980-01-25,180,28.5,Loc_80
Band_81,BLUES,82,32,Desc 81,2,10.081,140.5,Album_81,9100,Front_81,GREEN,ORANGE,FRANCE,61,1981-02-26,181,28.6,Loc_81
Band_82,POP,83,33,Desc 82,3,10.082,141.0,Album_82,9200,Front_82,ORANGE,WHITE,SOUTH_KOREA,62,1982-03-27,182,28.700000000000003,Loc_82
Band_83,POST_PUNK,84,34,Desc 83,4,10.083,141.5,Album_83,9300,Front_83,WHITE,GREEN,NORTH_KOREA,63,1983-04-28,183,28.8,Loc_83
Band_84,PSYCHEDELIC_CLOUD_RAP,85,35,Desc 84,5,10.084,142.0,Album_84,9400,Front_84,GREEN,ORANGE,UNITED_KINGDOM,64,1984-05-01,184,28.9,Loc_84
Band_85,ROCK,86,36,Desc 85,6,10.085,142.5,Album_85,9500,Front_85,ORANGE,WHITE,FRANCE,65,1985-06-02,185,29.0,Loc_85
Band_86,BLUES,87,37,Desc 86,7,10.086,143.0,Album_86,9600,Front_86,WHITE,GREEN,SOUTH_KOREA,66,1986-07-03,186,29.1,Loc_86
Band_87,POP,88,38,Desc 87,8,10.087,143.5,Album_87,9700,Front_87,GREEN,ORANGE,NORTH_KOREA,67,1987-08-04,187,29.200000000000003,Loc_87
Band_88,POST_PUNK,89,39,Desc 88,9,10.088,144.0,Album_88,9800,Front_88,ORANGE,WHITE,UNITED_KINGDOM,68,1988-01-05,188,29.3,Loc_88
Band_89,PSYCHEDELIC_CLOUD_RAP,90,40,Desc 89,10,10.089,144.5,Album_89,9900,Front_89,WHITE,GREEN,FRANCE,69,1989-02-06,189,29.4,Loc_89
Band_90,ROCK,91,41,Desc 90,11,10.09,145.0,Album_90,10000,Front_90,GREEN,ORANGE,SOUTH_KOREA,70,1980-03-07,190,29.5,Loc_90
Band_91,BLUES,92,42,Desc 91,12,10.091,145.5,Album_91,10100,Front_91,ORANGE,WHITE,NORTH_KOREA,71,1981-04-08,191,29.6,Loc_91
Band_92,POP,93,43,Desc 92,13,10.092,146.0,Album_92,10200,Front_92,WHITE,GREEN,UNITED_KINGDOM,72,1982-05-09,192,29.700000000000003,Loc_92
Band_93,POST_PUNK,94,44,Desc 93,14,10.093,146.5,Album_93,10300,Front_93,GREEN,ORANGE,FRANCE,73,1983-06-10,193,29.8,Loc_93
Band_94,PSYCHEDELIC_CLOUD_RAP,95,45,Desc 94,15,10.094,147.0,Album_94,10400,Front_94,ORANGE,WHITE,SOUTH_KOREA,74,1984-07-11,194,29.9,Loc_94
Band_95,ROCK,96,46,Desc 95,16,10.095,147.5,Album_95,10500,Front_95,WHITE,GREEN,NORTH_KOREA,75,1985-08-12,195,30.0,Loc_95
Band_96,BLUES,97,47,Desc 96,17,10.096,148.0,Album_96,10600,Front_96,GREEN,ORANGE,UNITED_KINGDOM,76,1986-01-13,196,30.1,Loc_96
Band_97,POP,98,48,Desc 97,18,10.097,148.5,Album_97,10700,Front_97,ORANGE,WHITE,FRANCE,77,1987-02-14,197,30.200000000000003,Loc_97
Band_98,POST_PUNK,99,49,Desc 98,19,10.098,149.0,Album_98,10800,Front_98,WHITE,GREEN,SOUTH_KOREA,78,1988-03-15,198,30.3,Loc_98
Band_99,PSYCHEDELIC_CLOUD_RAP,100,50,Desc 99,20,10.099,149.5,Album_99,10900,Front_99,GREEN,ORANGE,NORTH_KOREA,79,1989-04-16,199,30.4,Loc_99
Band_100,ROCK,1,1,Desc 100,1,10.1,150.0,Album_100,11000,Front_100,ORANGE,WHITE,UNITED_KINGDOM,80,1980-05-17,200,20.5,Loc_100
Band_101,BLUES,2,2,Desc 101,2,10.101,150.5,Album_101,11100,Front_101,WHITE,GREEN,FRANCE,81,1981-06-18,201,20.6,Loc_101
Band_102,POP,3,3,Desc 102,3,10.102,151.0,Album_102,11200,Front_102,GREEN,ORANGE,SOUTH_KOREA,82,1982-07-19,202,20.7,Loc_102
Band_103,POST_PUNK,4,4,Desc 103,4,10.103,151.5,Album_103,11300,Front_103,ORANGE,WHITE,NORTH_KOREA,83,1983-08-20,203,20.8,Loc_103
Band_104,PSYCHEDELIC_CLOUD_RAP,5,5,Desc 104,5,10.104,152.0,Album_104,11400,Front_104,WHITE,GREEN,UNITED_KINGDOM,84,1984-01-21,204,20.9,Loc_104
Band_105,ROCK,6,6,Desc 105,6,10.105,152.5,Album_105,11500,Front_105,GREEN,ORANGE,FRANCE,85,1985-02-22,205,21.0,Loc_105
Band_106,BLUES,7,7,Desc 106,7,10.106,153.0,Album_106,11600,Front_106,ORANGE,WHITE,SOUTH_KOREA,86,1986-03-23,206,21.1,Loc_106
Band_107,POP,8,8,Desc 107,8,10.107,153.5,Album_107,11700,Front_107,WHITE,GREEN,NORTH_KOREA,87,1987-04-24,207,21.2,Loc_107
Band_108,POST_PUNK,9,9,Desc 108,9,10.108,154.0,Album_108,11800,Front_108,GREEN,ORANGE,UNITED_KINGDOM,88,1988-05-25,208,21.3,Loc_108
Band_109,PSYCHEDELIC_CLOUD_RAP,10,10,Desc 109,10,10.109,154.5,Album_109,11900,Front_109,ORANGE,WHITE,FRANCE,89,1989-06-26,209,21.4,Loc_109
Band_110,ROCK,11,11,Desc 110,11,10.11,155.0,Album_110,12000,Front_110,WHITE,GREEN,SOUTH_KOREA,90,1980-07-27,210,21.5,Loc_110
Band_111,BLUES,12,12,Desc 111,12,10.111,155.5,Album_111,12100,Front_111,GREEN,ORANGE,NORTH_KOREA,91,1981-08-28,211,21.6,Loc_111
Band_112,POP,13,13,Desc 112,13,10.112,156.0,Album_112,12200,Front_112,ORANGE,WHITE,UNITED_KINGDOM,92,1982-01-01,212,21.7,Loc_112
Band_113,POST_PUNK,14,14,Desc 113,14,10.113,156.5,Album_113,12300,Front_113,WHITE,GREEN,FRANCE,93,1983-02-02,213,21.8,Loc_113
Band_114,PSYCHEDELIC_CLOUD_RAP,15,15,Desc 114,15,10.114,157.0,Album_114,12400,Front_114,GREEN,ORANGE,SOUTH_KOREA,94,1984-03-03,214,21.9,Loc_114
Band_115,ROCK,16,16,Desc 115,16,10.115,157.5,Album_115,12500,Front_115,ORANGE,WHITE,NORTH_KOREA,95,1985-04-04,215,22.0,Loc_115
Band_116,BLUES,17,17,Desc 116,17,10.116,158.0,Album_116,12600,Front_116,WHITE,GREEN,UNITED_KINGDOM,96,1986-05-05,216,22.1,Loc_116
Band_117,POP,18,18,Desc 117,18,10.117,158.5,Album_117,12700,Front_117,GREEN,ORANGE,FRANCE,97,1987-06-06,217,22.2,Loc_117
Band_118,POST_PUNK,19,19,Desc 118,19,10.118,159.0,Album_118,12800,Front_118,ORANGE,WHITE,SOUTH_KOREA,98,1988-07-07,218,22.3,Loc_118
Band_119,PSYCHEDELIC_CLOUD_RAP,20,20,Desc 119,20,10.119,159.5,Album_119,12900,Front_119,WHITE,GREEN,NORTH_KOREA,99,1989-08-08,219,22.4,Loc_119
Band_120,ROCK,21,21,Desc 120,1,10.12,160.0,Album_120,13000,Front_120,GREEN,ORANGE,UNITED_KINGDOM,60,1980-01-09,220,22.5,Loc_120
Band_121,BLUES,22,22,Desc 121,2,10.121,160.5,Album_121,13100,Front_121,ORANGE,WHITE,FRANCE,61,1981-02-10,221,22.6,Loc_121
Band_122,POP,23,23,Desc 122,3,10.122,161.0,Album_122,13200,Front_122,WHITE,GREEN,SOUTH_KOREA,62,1982-03-11,222,22.7,Loc_122
Band_123,POST_PUNK,24,24,Desc 123,4,10.123,161.5,Album_123,13300,Front_123,GREEN,ORANGE,NORTH_KOREA,63,1983-04-12,223,22.8,Loc_123
Band_124,PSYCHEDELIC_CLOUD_RAP,25,25,Desc 124,5,10.124,162.0,Album_124,13400,Front_124,ORANGE,WHITE,UNITED_KINGDOM,64,1984-05-13,224,22.9,Loc_124
Band_125,ROCK,26,26,Desc 125,6,10.125,162.5,Album_125,13500,Front_125,WHITE,GREEN,FRANCE,65,1985-06-14,225,23.0,Loc_125
Band_126,BLUES,27,27,Desc 126,7,10.126,163.0,Album_126,13600,Front_126,GREEN,ORANGE,SOUTH_KOREA,66,1986-07-15,226,23.1,Loc_126
Band_127,POP,28,28,Desc 127,8,10.127,163.5,Album_127,13700,Front_127,ORANGE,WHITE,NORTH_KOREA,67,1987-08-16,227,23.2,Loc_127
Band_128,POST_PUNK,29,29,Desc 128,9,10.128,164.0,Album_128,13800,Front_128,WHITE,GREEN,UNITED_KINGDOM,68,1988-01-17,228,23.3,Loc_128
Band_129,PSYCHEDELIC_CLOUD_RAP,30,30,Desc 129,10,10.129,164.5,Album_129,13900,Front_129,GREEN,ORANGE,FRANCE,69,1989-02-18,229,23.4,Loc_129
Band_130,ROCK,31,31,Desc 130,11,10.13,165.0,Album_130,14000,Front_130,ORANGE,WHITE,SOUTH_KOREA,70,1980-03-19,230,23.5,Loc_130
Band_131,BLUES,32,32,Desc 131,12,10.131,165.5,Album_131,14100,Front_131,WHITE,GREEN,NORTH_KOREA,71,1981-04-20,231,23.6,Loc_131
Band_132,POP,33,33,Desc 132,13,10.132,166.0,Album_132,14200,Front_132,GREEN,ORANGE,UNITED_KINGDOM,72,1982-05-21,232,23.7,Loc_132
Band_133,POST_PUNK,34,34,Desc 133,14,10.133,166.5,Album_133,14300,Front_133,ORANGE,WHITE,FRANCE,73,1983-06-22,233,23.8,Loc_133
Band_134,PSYCHEDELIC_CLOUD_RAP,35,35,Desc 134,15,10.134,167.0,Album_134,14400,Front_134,WHITE,GREEN,SOUTH_KOREA,74,1984-07-23,234,23.9,Loc_134
Band_135,ROCK,36,36,Desc 135,16,10.135,167.5,Album_135,14500,Front_135,GREEN,ORANGE,NORTH_KOREA,75,1985-08-24,235,24.0,Loc_135
Band_136,BLUES,37,37,Desc 136,17,10.136,168.0,Album_136,14600,Front_136,ORANGE,WHITE,UNITED_KINGDOM,76,1986-01-25,236,24.1,Loc_136
Band_137,POP,38,38,Desc 137,18,10.137,168.5,Album_137,14700,Front_137,WHITE,GREEN,FRANCE,77,1987-02-26,237,24.2,Loc_137
Band_138,POST_PUNK,39,39,Desc 138,19,10.138,169.0,Album_138,14800,Front_138,GREEN,ORANGE,SOUTH_KOREA,78,1988-03-27,238,24.3,Loc_138
Band_139,PSYCHEDELIC_CLOUD_RAP,40,40,Desc 139,20,10.139,169.5,Album_139,14900,Front_139,ORANGE,WHITE,NORTH_KOREA,79,1989-04-28,239,24.4,Loc_139
Band_140,ROCK,41,41,Desc 140,1,10.14,170.0,Album_140,15000,Front_140,WHITE,GREEN,UNITED_KINGDOM,80,1980-05-01,240,24.5,Loc_140
Band_141,BLUES,42,42,Desc 141,2,10.141,170.5,Album_141,15100,Front_141,GREEN,ORANGE,FRANCE,81,1981-06-02,241,24.6,Loc_141
Band_142,POP,43,43,Desc 142,3,10.142,171.0,Album_142,15200,Front_142,ORANGE,WHITE,SOUTH_KOREA,82,1982-07-03,242,24.7,Loc_142
Band_143,POST_PUNK,44,44,Desc 143,4,10.143,171.5,Album_143,15300,Front_143,WHITE,GREEN,NORTH_KOREA,83,1983-08-04,243,24.8,Loc_143
Band_144,PSYCHEDELIC_CLOUD_RAP,45,45,Desc 144,5,10.144,172.0,Album_144,15400,Front_144,GREEN,ORANGE,UNITED_KINGDOM,84,1984-01-05,244,24.9,Loc_144
Band_145,ROCK,46,46,Desc 145,6,10.145,172.5,Album_145,15500,Front_145,ORANGE,WHITE,FRANCE,85,1985-02-06,245,25.0,Loc_145
Band_146,BLUES,47,47,Desc 146,7,10.146,173.0,Album_146,15600,Front_146,WHITE,GREEN,SOUTH_KOREA,86,1986-03-07,246,25.1,Loc_146
Band_147,POP,48,48,Desc 147,8,10.147,173.5,Album_147,15700,Front_147,GREEN,ORANGE,NORTH_KOREA,87,1987-04-08,247,25.2,Loc_147
Band_148,POST_PUNK,49,49,Desc 148,9,10.148,174.0,Album_148,15800,Front_148,ORANGE,WHITE,UNITED_KINGDOM,88,1988-05-09,248,25.3,Loc_148
Band_149,PSYCHEDELIC_CLOUD_RAP,50,50,Desc 149,10,10.149,174.5,Album_149,15900,Front_149,WHITE,GREEN,FRANCE,89,1989-06-10,249,25.4,Loc_149
Band_150,ROCK,51,1,Desc 150,11,10.15,175.0,Album_150,16000,Front_150,GREEN,ORANGE,SOUTH_KOREA,90,1980-07-11,250,25.5,Loc_150
Band_151,BLUES,52,2,Desc 151,12,10.151,175.5,Album_151,16100,Front_151,ORANGE,WHITE,NORTH_KOREA,91,1981-08-12,251,25.6,Loc_151
Band_152,POP,53,3,Desc 152,13,10.152,176.0,Album_152,16200,Front_152,WHITE,GREEN,UNITED_KINGDOM,92,1982-01-13,252,25.7,Loc_152
Band_153,POST_PUNK,54,4,Desc 153,14,10.153,176.5,Album_153,16300,Front_153,GREEN,ORANGE,FRANCE,93,1983-02-14,253,25.8,Loc_153
Band_154,PSYCHEDELIC_CLOUD_RAP,55,5,Desc 154,15,10.154,177.0,Album_154,16400,Front_154,ORANGE,WHITE,SOUTH_KOREA,94,1984-03-15,254,25.9,Loc_154
Band_155,ROCK,56,6,Desc 155,16,10.155,177.5,Album_155,16500,Front_155,WHITE,GREEN,NORTH_KOREA,95,1985-04-16,255,26.0,Loc_155
Band_156,BLUES,57,7,Desc 156,17,10.156,178.0,Album_156,16600,Front_156,GREEN,ORANGE,UNITED_KINGDOM,96,1986-05-17,256,26.1,Loc_156
