band.name,band.genre,band.numberOfParticipants,band.singlesCount,band.description,band.albumsCount,coord.x,coord.y,album.name,album.sales,front.name,front.eyeColor,front.hairColor,front.country,front.weight,front.birthday,loc.x,loc.y,loc.name
Band_40,ROCK,41,41,Description for band 40,1,10.4,104.0,Album_40,5000,Frontman_40,ORANGE,WHITE,UNITED_KINGDOM,60,1980-01-13,140,24.5,Location_40
Band_41,BLUES,42,42,Description for band 41,2,10.41,104.1,Album_41,5100,Frontman_41,WHITE,GREEN,FRANCE,61,1981-02-14,141,24.6,Location_41
Band_42,POP,43,43,Description for band 42,3,10.42,104.2,Album_42,5200,Frontman_42,GREEN,ORANGE,SOUTH_KOREA,62,1982-03-15,142,24.7,Location_42
Band_43,POST_PUNK,44,44,Description for band 43,4,10.43,104.3,Album_43,5300,Frontman_43,ORANGE,WHITE,NORTH_KOREA,63,1983-04-16,143,24.8,Location_43
Band_44,PSYCHEDELIC_CLOUD_RAP,45,45,Description for band 44,5,10.44,104.4,Album_44,5400,Frontman_44,WHITE,GREEN,UNITED_KINGDOM,64,1984-05-17,144,24.9,Location_44
Band_45,ROCK,46,46,Description for band 45,6,10.45,104.5,Album_45,5500,Frontman_45,GREEN,ORANGE,FRANCE,65,1985-06-18,145,25.0,Location_45
Band_46,BLUES,47,47,Description for band 46,7,10.46,104.6,Album_46,5600,Frontman_46,ORANGE,WHITE,SOUTH_KOREA,66,1986-07-19,146,25.1,Location_46
Band_47,POP,48,48,Description for band 47,8,10.47,104.7,Album_47,5700,Frontman_47,WHITE,GREEN,NORTH_KOREA,67,1987-08-20,147,25.2,Location_47
Band_48,POST_PUNK,49,49,Description for band 48,9,10.48,104.8,Album_48,5800,Frontman_48,GREEN,ORANGE,UNITED_KINGDOM,68,1988-01-21,148,25.3,Location_48
Band_49,PSYCHEDELIC_CLOUD_RAP,50,50,Description for band 49,10,10.49,104.9,Album_49,5900,Frontman_49,ORANGE,WHITE,FRANCE,69,1989-02-22,149,25.4,Location_49
Band_50,ROCK,51,1,Description for band 50,11,10.5,105.0,Album_50,6000,Frontman_50,WHITE,GREEN,SOUTH_KOREA,70,1980-03-23,150,25.5,Location_50
Band_51,BLUES,52,2,Description for band 51,12,10.51,105.1,Album_51,6100,Frontman_51,GREEN,ORANGE,NORTH_KOREA,71,1981-04-24,151,25.6,Location_51
Band_52,POP,53,3,Description for band 52,13,10.52,105.2,Album_52,6200,Frontman_52,ORANGE,WHITE,UNITED_KINGDOM,72,1982-05-25,152,25.7,Location_52
Band_53,POST_PUNK,54,4,Description for band 53,14,10.53,105.3,Album_53,6300,Frontman_53,WHITE,GREEN,FRANCE,73,1983-06-26,153,25.8,Location_53
Band_54,PSYCHEDELIC_CLOUD_RAP,55,5,Description for band 54,15,10.54,105.4,Album_54,6400,Frontman_54,GREEN,ORANGE,SOUTH_KOREA,74,1984-07-27,154,25.9,Location_54
Band_55,ROCK,56,6,Description for band 55,16,10.55,105.5,Album_55,6500,Frontman_55,ORANGE,WHITE,NORTH_KOREA,75,1985-08-28,155,26.0,Location_55
Band_56,BLUES,57,7,Description for band 56,17,10.56,105.6,Album_56,6600,Frontman_56,WHITE,GREEN,UNITED_KINGDOM,76,1986-01-01,156,26.1,Location_56
Band_57,POP,58,8,Description for band 57,18,10.57,105.7,Album_57,6700,Frontman_57,GREEN,ORANGE,FRANCE,77,1987-02-02,157,26.2,Location_57
Band_58,POST_PUNK,59,9,Description for band 58,19,10.58,105.8,Album_58,6800,Frontman_58,ORANGE,WHITE,SOUTH_KOREA,78,1988-03-03,158,26.3,Location_58
Band_59,PSYCHEDELIC_CLOUD_RAP,60,10,Description for band 59,20,10.59,105.9,Album_59,6900,Frontman_59,WHITE,GREEN,NORTH_KOREA,79,1989-04-04,159,26.4,Location_59
Band_60,ROCK,61,11,Description for band 60,1,10.6,106.0,Album_60,7000,Frontman_60,GREEN,ORANGE,UNITED_KINGDOM,80,1980-05-05,160,26.5,Location_60
Band_61,BLUES,62,12,Description for band 61,2,10.61,106.1,Album_61,7100,Frontman_61,ORANGE,WHITE,FRANCE,81,1981-06-06,161,26.6,Location_61
Band_62,POP,63,13,Description for band 62,3,10.62,106.2,Album_62,7200,Frontman_62,WHITE,GREEN,SOUTH_KOREA,82,1982-07-07,162,26.7,Location_62
Band_63,POST_PUNK,64,14,Description for band 63,4,10.63,106.3,Album_63,7300,Frontman_63,GREEN,ORANGE,NORTH_KOREA,83,1983-08-08,163,26.8,Location_63
Band_64,PSYCHEDELIC_CLOUD_RAP,65,15,Description for band 64,5,10.64,106.4,Album_64,7400,Frontman_64,ORANGE,WHITE,UNITED_KINGDOM,84,1984-01-09,164,26.9,Location_64
Band_65,ROCK,66,16,Description for band 65,6,10.65,106.5,Album_65,7500,Frontman_65,WHITE,GREEN,FRANCE,85,1985-02-10,165,27.0,Location_65
Band_66,BLUES,67,17,Description for band 66,7,10.66,106.6,Album_66,7600,Frontman_66,GREEN,ORANGE,SOUTH_KOREA,86,1986-03-11,166,27.1,Location_66
Band_67,POP,68,18,Description for band 67,8,10.67,106.7,Album_67,7700,Frontman_67,ORANGE,WHITE,NORTH_KOREA,87,1987-04-12,167,27.2,Location_67
Band_68,POST_PUNK,69,19,Description for band 68,9,10.68,106.8,Album_68,7800,Frontman_68,WHITE,GREEN,UNITED_KINGDOM,88,1988-05-13,168,27.3,Location_68
Band_69,PSYCHEDELIC_CLOUD_RAP,70,20,Description for band 69,10,10.69,106.9,Album_69,7900,Frontman_69,GREEN,ORANGE,FRANCE,89,1989-06-14,169,27.4,Location_69
Band_70,ROCK,71,21,Description for band 70,11,10.7,107.0,Album_70,8000,Frontman_70,ORANGE,WHITE,SOUTH_KOREA,90,1980-07-15,170,27.5,Location_70
Band_71,BLUES,72,22,Description for band 71,12,10.71,107.1,Album_71,8100,Frontman_71,WHITE,GREEN,NORTH_KOREA,91,1981-08-16,171,27.6,Location_71
Band_72,POP,73,23,Description for band 72,13,10.72,107.2,Album_72,8200,Frontman_72,GREEN,ORANGE,UNITED_KINGDOM,92,1982-01-17,172,27.7,Location_72
Band_73,POST_PUNK,74,24,Description for band 73,14,10.73,107.3,Album_73,8300,Frontman_73,ORANGE,WHITE,FRANCE,93,1983-02-18,173,27.8,Location_73
Band_74,PSYCHEDELIC_CLOUD_RAP,75,25,Description for band 74,15,10.74,107.4,Album_74,8400,Frontman_74,WHITE,GREEN,SOUTH_KOREA,94,1984-03-19,174,27.9,Location_74
Band_75,ROCK,76,26,Description for band 75,16,10.75,107.5,Album_75,8500,Frontman_75,GREEN,ORANGE,NORTH_KOREA,95,1985-04-20,175,28.0,Location_75
Band_76,BLUES,77,27,Description for band 76,17,10.76,107.6,Album_76,8600,Frontman_76,ORANGE,WHITE,UNITED_KINGDOM,96,1986-05-21,176,28.1,Location_76
Band_77,POP,78,28,Description for band 77,18,10.77,107.7,Album_77,8700,Frontman_77,WHITE,GREEN,FRANCE,97,1987-06-22,177,28.2,Location_77
Band_78,POST_PUNK,79,29,Description for band 78,19,10.78,107.8,Album_78,8800,Frontman_78,GREEN,ORANGE,SOUTH_KOREA,98,1988-07-23,178,28.3,Location_78
Band_79,PSYCHEDELIC_CLOUD_RAP,80,30,Description for band 79,20,10.79,107.9,Album_79,8900,Frontman_79,ORANGE,WHITE,NORTH_KOREA,99,1989-08-24,179,28.4,Location_79
Band_80,ROCK,81,31,Description for band 80,1,10.8,108.0,Album_80,9000,Frontman_80,WHITE,GREEN,UNITED_KINGDOM,60,1980-01-25,180,28.5,Location_80
Band_81,BLUES,82,32,Description for band 81,2,10.81,108.1,Album_81,9100,Frontman_81,GREEN,ORANGE,FRANCE,61,1981-02-26,181,28.6,Location_81
Band_82,POP,83,33,Description for band 82,3,10.82,108.2,Album_82,9200,Frontman_82,ORANGE,WHITE,SOUTH_KOREA,62,1982-03-27,182,28.700000000000003,Location_82
Band_83,POST_PUNK,84,34,Description for band 83,4,10.83,108.3,Album_83,9300,Frontman_83,WHITE,GREEN,NORTH_KOREA,63,1983-04-28,183,28.8,Location_83
Band_84,PSYCHEDELIC_CLOUD_RAP,85,35,Description for band 84,5,10.84,108.4,Album_84,9400,Frontman_84,GREEN,ORANGE,UNITED_KINGDOM,64,1984-05-01,184,28.9,Location_84
Band_85,ROCK,86,36,Description for band 85,6,10.85,108.5,Album_85,9500,Frontman_85,ORANGE,WHITE,FRANCE,65,1985-06-02,185,29.0,Location_85
Band_86,BLUES,87,37,Description for band 86,7,10.86,108.6,Album_86,9600,Frontman_86,WHITE,GREEN,SOUTH_KOREA,66,1986-07-03,186,29.1,Location_86
Band_87,POP,88,38,Description for band 87,8,10.87,108.7,Album_87,9700,Frontman_87,GREEN,ORANGE,NORTH_KOREA,67,1987-08-04,187,29.200000000000003,Location_87
Band_88,POST_PUNK,89,39,Description for band 88,9,10.88,108.8,Album_88,9800,Frontman_88,ORANGE,WHITE,UNITED_KINGDOM,68,1988-01-05,188,29.3,Location_88
Band_89,PSYCHEDELIC_CLOUD_RAP,90,40,Description for band 89,10,10.89,108.9,Album_89,9900,Frontman_89,WHITE,GREEN,FRANCE,69,1989-02-06,189,29.4,Location_89
Band_90,ROCK,91,41,Description for band 90,11,10.9,109.0,Album_90,10000,Frontman_90,GREEN,ORANGE,SOUTH_KOREA,70,1980-03-07,190,29.5,Location_90
Band_91,BLUES,92,42,Description for band 91,12,10.91,109.1,Album_91,10100,Frontman_91,ORANGE,WHITE,NORTH_KOREA,71,1981-04-08,191,29.6,Location_91
Band_92,POP,93,43,Description for band 92,13,10.92,109.2,Album_92,10200,Frontman_92,WHITE,GREEN,UNITED_KINGDOM,72,1982-05-09,192,29.700000000000003,Location_92
Band_93,POST_PUNK,94,44,Description for band 93,14,10.93,109.3,Album_93,10300,Frontman_93,GREEN,ORANGE,FRANCE,73,1983-06-10,193,29.8,Location_93
Band_94,PSYCHEDELIC_CLOUD_RAP,95,45,Description for band 94,15,10.94,109.4,Album_94,10400,Frontman_94,ORANGE,WHITE,SOUTH_KOREA,74,1984-07-11,194,29.9,Location_94
Band_95,ROCK,96,46,Description for band 95,16,10.95,109.5,Album_95,10500,Frontman_95,WHITE,GREEN,NORTH_KOREA,75,1985-08-12,195,30.0,Location_95
Band_96,BLUES,97,47,Description for band 96,17,10.96,109.6,Album_96,10600,Frontman_96,GREEN,ORANGE,UNITED_KINGDOM,76,1986-01-13,196,30.1,Location_96
Band_97,POP,98,48,Description for band 97,18,10.97,109.7,Album_97,10700,Frontman_97,ORANGE,WHITE,FRANCE,77,1987-02-14,197,30.200000000000003,Location_97
Band_98,POST_PUNK,99,49,Description for band 98,19,10.98,109.8,Album_98,10800,Frontman_98,WHITE,GREEN,SOUTH_KOREA,78,1988-03-15,198,30.3,Location_98
Band_99,PSYCHEDELIC_CLOUD_RAP,100,50,Description for band 99,20,10.99,109.9,Album_99,10900,Frontman_99,GREEN,ORANGE,NORTH_KOREA,79,1989-04-16,199,30.4,Location_99
Band_100,ROCK,1,1,Description for band 100,1,11.0,110.0,Album_100,11000,Frontman_100,ORANGE,WHITE,UNITED_KINGDOM,80,1980-05-17,200,30.5,Location_100
Band_101,BLUES,2,2,Description for band 101,2,11.01,110.1,Album_101,11100,Frontman_101,WHITE,GREEN,FRANCE,81,1981-06-18,201,30.6,Location_101
Band_102,POP,3,3,Description for band 102,3,11.02,110.2,Album_102,11200,Frontman_102,GREEN,ORANGE,SOUTH_KOREA,82,1982-07-19,202,30.700000000000003,Location_102
Band_103,POST_PUNK,4,4,Description for band 103,4,11.03,110.3,Album_103,11300,Frontman_103,ORANGE,WHITE,NORTH_KOREA,83,1983-08-20,203,30.8,Location_103
Band_104,PSYCHEDELIC_CLOUD_RAP,5,5,Description for band 104,5,11.04,110.4,Album_104,11400,Frontman_104,WHITE,GREEN,UNITED_KINGDOM,84,1984-01-21,204,30.9,Location_104
Band_105,ROCK,6,6,Description for band 105,6,11.05,110.5,Album_105,11500,Frontman_105,GREEN,ORANGE,FRANCE,85,1985-02-22,205,31.0,Location_105
Band_106,BLUES,7,7,Description for band 106,7,11.06,110.6,Album_106,11600,Frontman_106,ORANGE,WHITE,SOUTH_KOREA,86,1986-03-23,206,31.1,Location_106
Band_107,POP,8,8,Description for band 107,8,11.07,110.7,Album_107,11700,Frontman_107,WHITE,GREEN,NORTH_KOREA,87,1987-04-24,207,31.200000000000003,Location_107
Band_108,POST_PUNK,9,9,Description for band 108,9,11.08,110.8,Album_108,11800,Frontman_108,GREEN,ORANGE,UNITED_KINGDOM,88,1988-05-25,208,31.3,Location_108
Band_109,PSYCHEDELIC_CLOUD_RAP,10,10,Description for band 109,10,11.09,110.9,Album_109,11900,Frontman_109,ORANGE,WHITE,FRANCE,89,1989-06-26,209,31.4,Location_109
Band_110,ROCK,11,11,Description for band 110,11,11.1,111.0,Album_110,12000,Frontman_110,WHITE,GREEN,SOUTH_KOREA,90,1980-07-27,210,31.5,Location_110
Band_111,BLUES,12,12,Description for band 111,12,11.11,111.1,Album_111,12100,Frontman_111,GREEN,ORANGE,NORTH_KOREA,91,1981-08-28,211,31.6,Location_111
Band_112,POP,13,13,Description for band 112,13,11.120000000000001,111.2,Album_112,12200,Frontman_112,ORANGE,WHITE,UNITED_KINGDOM,92,1982-01-01,212,31.700000000000003,Location_112
Band_113,POST_PUNK,14,14,Description for band 113,14,11.13,111.3,Album_113,12300,Frontman_113,WHITE,GREEN,FRANCE,93,1983-02-02,213,31.8,Location_113
Band_114,PSYCHEDELIC_CLOUD_RAP,15,15,Description for band 114,15,11.14,111.4,Album_114,12400,Frontman_114,GREEN,ORANGE,SOUTH_KOREA,94,1984-03-03,214,31.9,Location_114
Band_115,ROCK,16,16,Description for band 115,16,11.15,111.5,Album_115,12500,Frontman_115,ORANGE,WHITE,NORTH_KOREA,95,1985-04-04,215,32.0,Location_115
Band_116,BLUES,17,17,Description for band 116,17,11.16,111.6,Album_116,12600,Frontman_116,WHITE,GREEN,UNITED_KINGDOM,96,1986-05-05,216,32.1,Location_116
Band_117,POP,18,18,Description for band 117,18,11.17,111.7,Album_117,12700,Frontman_117,GREEN,ORANGE,FRANCE,97,1987-06-06,217,32.2,Location_117
Band_118,POST_PUNK,19,19,Description for band 118,19,11.18,111.8,Album_118,12800,Frontman_118,ORANGE,WHITE,SOUTH_KOREA,98,1988-07-07,218,32.3,Location_118
Band_119,PSYCHEDELIC_CLOUD_RAP,20,20,Description for band 119,20,11.19,111.9,Album_119,12900,Frontman_119,WHITE,GREEN,NORTH_KOREA,99,1989-08-08,219,32.4,Location_119
Band_120,ROCK,21,21,Description for band 120,1,11.2,112.0,Album_120,13000,Frontman_120,GREEN,ORANGE,UNITED_KINGDOM,60,1980-01-09,220,32.5,Location_120
Band_121,BLUES,22,22,Description for band 121,2,11.21,112.1,Album_121,13100,Frontman_121,ORANGE,WHITE,FRANCE,61,1981-02-10,221,32.6,Location_121
Band_122,POP,23,23,Description for band 122,3,11.22,112.2,Album_122,13200,Frontman_122,WHITE,GREEN,SOUTH_KOREA,62,1982-03-11,222,32.7,Location_122
Band_123,POST_PUNK,24,24,Description for band 123,4,11.23,112.3,Album_123,13300,Frontman_123,GREEN,ORANGE,NORTH_KOREA,63,1983-04-12,223,32.8,Location_123
Band_124,PSYCHEDELIC_CLOUD_RAP,25,25,Description for band 124,5,11.24,112.4,Album_124,13400,Frontman_124,ORANGE,WHITE,UNITED_KINGDOM,64,1984-05-13,224,32.9,Location_124
Band_125,ROCK,26,26,Description for band 125,6,11.25,112.5,Album_125,13500,Frontman_125,WHITE,GREEN,FRANCE,65,1985-06-14,225,33.0,Location_125
Band_126,BLUES,27,27,Description for band 126,7,11.26,112.6,Album_126,13600,Frontman_126,GREEN,ORANGE,SOUTH_KOREA,66,1986-07-15,226,33.1,Location_126
Band_127,POP,28,28,Description for band 127,8,11.27,112.7,Album_127,13700,Frontman_127,ORANGE,WHITE,NORTH_KOREA,67,1987-08-16,227,33.2,Location_127
Band_128,POST_PUNK,29,29,Description for band 128,9,11.28,112.8,Album_128,13800,Frontman_128,WHITE,GREEN,UNITED_KINGDOM,68,1988-01-17,228,33.3,Location_128
Band_129,PSYCHEDELIC_CLOUD_RAP,30,30,Description for band 129,10,11.29,112.9,Album_129,13900,Frontman_129,GREEN,ORANGE,FRANCE,69,1989-02-18,229,33.4,Location_129
Band_130,ROCK,31,31,Description for band 130,11,11.3,113.0,Album_130,14000,Frontman_130,ORANGE,WHITE,SOUTH_KOREA,70,1980-03-19,230,33.5,Location_130
Band_131,BLUES,32,32,Description for band 131,12,11.31,113.1,Album_131,14100,Frontman_131,WHITE,GREEN,NORTH_KOREA,71,1981-04-20,231,33.6,Location_131
Band_132,POP,33,33,Description for band 132,13,11.32,113.2,Album_132,14200,Frontman_132,GREEN,ORANGE,UNITED_KINGDOM,72,1982-05-21,232,33.7,Location_132
Band_133,POST_PUNK,34,34,Description for band 133,14,11.33,113.3,Album_133,14300,Frontman_133,ORANGE,WHITE,FRANCE,73,1983-06-22,233,33.8,Location_133
Band_134,PSYCHEDELIC_CLOUD_RAP,35,35,Description for band 134,15,11.34,113.4,Album_134,14400,Frontman_134,WHITE,GREEN,SOUTH_KOREA,74,1984-07-23,234,33.9,Location_134
Band_135,ROCK,36,36,Description for band 135,16,11.35,113.5,Album_135,14500,Frontman_135,GREEN,ORANGE,NORTH_KOREA,75,1985-08-24,235,34.0,Location_135
Band_136,BLUES,37,37,Description for band 136,17,11.36,113.6,Album_136,14600,Frontman_136,ORANGE,WHITE,UNITED_KINGDOM,76,1986-01-25,236,34.1,Location_136
Band_137,POP,38,38,Description for band 137,18,11.370000000000001,113.7,Album_137,14700,Frontman_137,WHITE,GREEN,FRANCE,77,1987-02-26,237,34.2,Location_137
Band_138,POST_PUNK,39,39,Description for band 138,19,11.38,113.8,Album_138,14800,Frontman_138,GREEN,ORANGE,SOUTH_KOREA,78,1988-03-27,238,34.3,Location_138
Band_139,PSYCHEDELIC_CLOUD_RAP,40,40,Description for band 139,20,11.39,113.9,Album_139,14900,Frontman_139,ORANGE,WHITE,NORTH_KOREA,79,1989-04-28,239,34.4,Location_139
Band_140,ROCK,41,41,Description for band 140,1,11.4,114.0,Album_140,15000,Frontman_140,WHITE,GREEN,UNITED_KINGDOM,80,1980-05-01,240,34.5,Location_140
Band_141,BLUES,42,42,Description for band 141,2,11.41,114.1,Album_141,15100,Frontman_141,GREEN,ORANGE,FRANCE,81,1981-06-02,241,34.6,Location_141
Band_142,POP,43,43,Description for band 142,3,11.42,114.2,Album_142,15200,Frontman_142,ORANGE,WHITE,SOUTH_KOREA,82,1982-07-03,242,34.7,Location_142
Band_143,POST_PUNK,44,44,Description for band 143,4,11.43,114.3,Album_143,15300,Frontman_143,WHITE,GREEN,NORTH_KOREA,83,1983-08-04,243,34.8,Location_143
Band_144,PSYCHEDELIC_CLOUD_RAP,45,45,Description for band 144,5,11.44,114.4,Album_144,15400,Frontman_144,GREEN,ORANGE,UNITED_KINGDOM,84,1984-01-05,244,34.9,Location_144
Band_145,ROCK,46,46,Description for band 145,6,11.45,114.5,Album_145,15500,Frontman_145,ORANGE,WHITE,FRANCE,85,1985-02-06,245,35.0,Location_145
Band_146,BLUES,47,47,Description for band 146,7,11.46,114.6,Album_146,15600,Frontman_146,WHITE,GREEN,SOUTH_KOREA,86,1986-03-07,246,35.1,Location_146
Band_147,POP,48,48,Description for band 147,8,11.47,114.7,Album_147,15700,Frontman_147,GREEN,ORANGE,NORTH_KOREA,87,1987-04-08,247,35.2,Location_147
Band_148,POST_PUNK,49,49,Description for band 148,9,11.48,114.8,Album_148,15800,Frontman_148,ORANGE,WHITE,UNITED_KINGDOM,88,1988-05-09,248,35.3,Location_148
Band_149,PSYCHEDELIC_CLOUD_RAP,50,50,Description for band 149,10,11.49,114.9,Album_149,15900,Frontman_149,WHITE,GREEN,FRANCE,89,1989-06-10,249,35.4,Location_149
Band_150,ROCK,51,1,Description for band 150,11,11.5,115.0,Album_150,16000,Frontman_150,GREEN,ORANGE,SOUTH_KOREA,90,1980-07-11,250,35.5,Location_150
Band_151,BLUES,52,2,Description for band 151,12,11.51,115.1,Album_151,16100,Frontman_151,ORANGE,WHITE,NORTH_KOREA,91,1981-08-12,251,35.6,Location_151
Band_152,POP,53,3,Description for band 152,13,11.52,115.2,Album_152,16200,Frontman_152,WHITE,GREEN,UNITED_KINGDOM,92,1982-01-13,252,35.7,Location_152
Band_153,POST_PUNK,54,4,Description for band 153,14,11.53,115.3,Album_153,16300,Frontman_153,GREEN,ORANGE,FRANCE,93,1983-02-14,253,35.8,Location_153
